frame,timestamp_sec,time_formatted,face_detected,mp_left_cx,mp_left_cy,mp_right_cx,mp_right_cy,left_edge_L_x,left_edge_L_y,left_edge_R_x,left_edge_R_y,left_center_x,left_center_y,left_confidence,left_method,edge_left_cx,edge_left_cy,right_edge_L_x,right_edge_L_y,right_edge_R_x,right_edge_R_y,right_center_x,right_center_y,right_confidence,right_method,edge_right_cx,edge_right_cy,gaze_x,gaze_y,left_deviation,right_deviation,left_jitter,right_jitter
71,2.3666666666666667,00:02.367,True,653.4945068359375,611.8999633789062,1151.941162109375,580.3446044921875,603.0,614.0,681.0,610.0,642.0,612.0,0.125,edge_band,642.0,612.0,1173.0,583.0,1202.0,580.0,1187.5,581.5,0.35,edge_band,1187.5,581.5,914.75,596.75,11.494942136738826,35.57760378259364,22.661180432673284,15.838489557037045
72,2.4,00:02.400,True,653.4669189453125,611.5643310546875,1153.0989990234375,580.48095703125,603.0,615.0,681.0,611.0,642.0,613.0,0.2125,edge_band,642.0,613.0,1112.0,581.0,1202.0,581.0,1157.0,581.0,0.3375,edge_band,1157.0,581.0,899.5,597.0,11.556443026247369,3.935379806645147,22.25352889288982,19.78261407650636
73,2.433333333333333,00:02.433,True,655.903564453125,610.2229614257812,1156.522705078125,579.1380615234375,677.0,612.0,683.0,607.0,680.0,609.5,0.0875,edge_band,680.0,609.5,1112.0,576.0,1207.0,581.0,1159.5,578.5,0.5375,edge_band,1159.5,578.5,919.75,594.0,24.107278554160125,3.0448986123537916,23.820193328102288,20.271529415798287
74,2.466666666666667,00:02.467,True,695.2452392578125,605.7240600585938,1198.6387939453125,574.4822998046875,653.0,608.0,731.0,606.0,692.0,607.0,0.1375,edge_band,692.0,607.0,1150.0,575.0,1234.0,571.0,1192.0,573.0,0.4,edge_band,1192.0,573.0,942.0,590.0,3.487061882806672,6.80226416418052,25.670087300821844,21.513390034945118
75,2.5,00:02.500,True,715.8360595703125,602.78076171875,1213.054931640625,570.1983642578125,661.0,600.0,760.0,606.0,710.5,603.0,0.1875,edge_band,710.5,603.0,1158.0,573.0,1260.0,568.0,1209.0,570.5,0.3875,edge_band,1209.0,570.5,959.75,586.75,5.340561502491014,4.066135109794897,34.6061007658442,27.196282766737188
76,2.533333333333333,00:02.533,True,717.5625,601.5774536132812,1213.6461181640625,569.8638916015625,663.0,600.0,759.0,602.0,711.0,601.0,0.525,edge_band,711.0,601.0,1166.0,568.0,1261.0,567.0,1213.5,567.5,0.55,edge_band,1213.5,567.5,962.25,584.25,6.587856929646512,2.3684032641859614,33.246745042956746,32.343035434677915
77,2.566666666666667,00:02.567,True,719.6497192382812,599.8099975585938,1214.978271484375,569.5916748046875,667.0,597.0,774.0,600.0,720.5,598.5,0.5375,edge_band,720.5,598.5,1165.0,569.0,1263.0,571.0,1214.0,570.0,0.5375,edge_band,1214.0,570.0,967.25,584.25,1.56175253394083,1.0600681875559974,20.856033095041596,27.27573317651293
78,2.6,00:02.600,True,722.4651489257812,599.2298583984375,1217.281005859375,568.3796997070312,667.0,596.0,777.0,601.0,722.0,598.5,0.35,edge_band,722.0,598.5,1160.0,565.0,1262.0,565.0,1211.0,565.0,0.6,edge_band,1211.0,565.0,966.5,581.75,0.8654806785395057,7.132559478560989,15.521592863353515,12.166863569420146
79,2.6333333333333333,00:02.633,True,724.4287719726562,599.4566040039062,1218.276611328125,568.7792358398438,670.0,596.0,766.0,596.0,718.0,596.0,0.3625,edge_band,718.0,596.0,1165.0,568.0,1264.0,566.0,1214.5,567.0,0.5625,edge_band,1214.5,567.0,966.25,581.5,7.2991246267091,4.1747423031256155,8.03352334139167,4.59300922430538
80,2.6666666666666665,00:02.667,True,726.1262817382812,598.4983520507812,1219.601806640625,569.5401000976562,671.0,599.0,768.0,599.0,719.5,599.0,0.2625,edge_band,719.5,599.0,1165.0,569.0,1267.0,567.0,1216.0,568.0,0.55,edge_band,1216.0,568.0,967.75,583.5,6.64524343722899,3.917259167741029,6.062623926721061,3.6262338906137903
81,2.7,00:02.700,True,726.6871948242188,599.1895751953125,1219.730224609375,569.02294921875,672.0,596.0,770.0,597.0,721.0,596.5,0.225,edge_band,721.0,596.5,1167.0,571.0,1267.0,567.0,1217.0,569.0,0.5125,edge_band,1217.0,569.0,969.0,582.75,6.291104807572419,2.7303210588277174,2.875720676807533,4.214826253645676
82,2.7333333333333334,00:02.733,True,727.8486938476562,598.0574951171875,1219.504638671875,567.9212646484375,672.0,596.0,769.0,595.0,720.5,595.5,0.175,edge_band,720.5,595.5,1167.0,568.0,1265.0,565.0,1216.0,566.5,0.4125,edge_band,1216.0,566.5,968.25,581.0,7.781007810111665,3.7818626920209484,3.082036218436656,3.8724188866888913
83,2.7666666666666666,00:02.767,True,729.7880249023438,593.884765625,1218.287353515625,564.2317504882812,676.0,592.0,771.0,591.0,723.5,591.5,0.2375,edge_band,723.5,591.5,1203.0,564.0,1283.0,564.0,1243.0,564.0,0.55,edge_band,1243.0,564.0,983.25,577.75,6.7250549632457854,24.713733116437723,4.737483321703298,14.047614267804581
84,2.8,00:02.800,True,733.1859130859375,587.1369018554688,1215.6595458984375,560.1380615234375,680.0,584.0,774.0,584.0,727.0,584.0,0.2625,edge_band,727.0,584.0,1167.0,557.0,1261.0,563.0,1214.0,560.0,0.475,edge_band,1214.0,560.0,970.5,572.0,6.935825398437888,1.66527882748644,8.871228200050842,15.84074641081039
85,2.8333333333333335,00:02.833,True,739.1045532226562,578.5369262695312,1211.1934814453125,554.16552734375,693.0,582.0,733.0,576.0,713.0,579.0,0.275,edge_band,713.0,579.0,1163.0,553.0,1256.0,554.0,1209.5,553.5,0.3375,edge_band,1209.5,553.5,961.25,566.25,26.10866017692871,1.8195620492021272,12.731269352724091,19.307240683687855
86,2.8666666666666667,00:02.867,True,751.984375,558.7243041992188,1206.367431640625,533.8441162109375,704.0,560.0,793.0,556.0,748.5,558.0,0.2375,edge_band,748.5,558.0,1194.0,531.0,1249.0,536.0,1221.5,533.5,0.675,edge_band,1221.5,533.5,985.0,545.75,3.558860170564575,15.136480473273414,28.00582320362176,26.379703065635944
87,2.9,00:02.900,True,764.0797119140625,534.4609375,1194.938720703125,513.2122192382812,709.0,533.0,802.0,531.0,755.5,532.0,0.125,edge_band,755.5,532.0,1149.0,512.0,1232.0,510.0,1190.5,511.0,0.5375,edge_band,1190.5,511.0,973.0,521.5,8.925674759210771,4.959451122712287,41.91846609305924,41.12357363923002
88,2.933333333333333,00:02.933,True,775.812744140625,517.9136962890625,1182.3287353515625,497.2139587402344,734.0,519.0,811.0,515.0,772.5,517.0,0.1125,edge_band,772.5,517.0,1140.0,498.0,1218.0,494.0,1179.0,496.0,0.4,edge_band,1179.0,496.0,975.75,506.5,3.4364392399534514,3.5431871053803174,52.64656996801213,44.87738199966546
89,2.966666666666667,00:02.967,True,790.1793212890625,507.05389404296875,1170.85986328125,486.982177734375,746.0,505.0,825.0,505.0,785.5,505.0,0.425,edge_band,785.5,505.0,1130.0,485.0,1205.0,488.0,1167.5,486.5,0.325,edge_band,1167.5,486.5,976.5,495.75,5.110237613459481,3.3942858801549147,57.77606716580729,49.41670495899683
90,3.0,00:03.000,True,795.7432250976562,495.1703186035156,1160.48779296875,475.513671875,760.0,496.0,830.0,493.0,795.0,494.5,0.2625,edge_band,795.0,494.5,1122.0,474.0,1193.0,477.0,1157.5,475.5,0.475,edge_band,1157.5,475.5,976.25,485.0,1.0008549225563512,2.9878242492285176,44.40277258609733,47.308406382810446
91,3.033333333333333,00:03.033,True,806.5035400390625,488.89776611328125,1150.986328125,469.5218200683594,775.0,489.0,843.0,488.0,809.0,488.5,0.4,edge_band,809.0,488.5,1116.0,469.0,1181.0,471.0,1148.5,470.0,0.4,edge_band,1148.5,470.0,978.75,479.25,2.5279498051660236,2.531893282148726,38.076063369914266,33.10067336203019
92,3.066666666666667,00:03.067,True,816.7127685546875,484.20880126953125,1145.7491455078125,469.96795654296875,786.0,486.0,845.0,482.0,815.5,484.0,0.3375,edge_band,815.5,484.0,1109.0,469.0,1176.0,471.0,1142.5,470.0,0.5625,edge_band,1142.5,470.0,979.0,477.0,1.2306118548903506,3.2493035121509752,30.710257353687176,26.013792056973358
93,3.1,00:03.100,True,825.4963989257812,480.66461181640625,1138.71826171875,466.4396057128906,793.0,480.0,852.0,479.0,822.5,479.5,0.1875,edge_band,822.5,479.5,1102.0,466.0,1169.0,468.0,1135.5,467.0,0.4125,edge_band,1135.5,467.0,979.0,473.25,3.2147670530438273,3.2666879629674654,25.011425468073504,20.292528302901495
94,3.1333333333333333,00:03.133,True,828.3084106445312,480.81732177734375,1130.941162109375,466.36590576171875,801.0,480.0,856.0,479.0,828.5,479.5,0.225,edge_band,828.5,479.5,1098.0,468.0,1154.0,464.0,1126.0,466.0,0.1875,edge_band,1126.0,466.0,977.25,472.75,1.3311811094637076,4.954691717713845,19.34815688271729,15.753321897858422
95,3.1666666666666665,00:03.167,True,828.6492919921875,482.4500427246094,1124.6187744140625,469.0619201660156,800.0,484.0,859.0,480.0,829.5,482.0,0.175,edge_band,829.5,482.0,1092.0,467.0,1149.0,469.0,1120.5,468.0,0.2625,edge_band,1120.5,468.0,975.0,475.0,0.9624149669088393,4.253466481932889,12.483790894747148,13.291028089608444
96,3.2,00:03.200,True,836.7625732421875,488.65478515625,1125.239501953125,474.6376037597656,809.0,488.0,868.0,487.0,838.5,487.5,0.1625,edge_band,838.5,487.5,1098.0,475.0,1154.0,473.0,1126.0,474.0,0.4625,edge_band,1126.0,474.0,982.25,480.75,2.0861880298425146,0.9924191824868918,11.934226308009444,11.947207938776284
97,3.2333333333333334,00:03.233,True,820.84521484375,488.90850830078125,1107.255615234375,481.20269775390625,800.0,489.0,821.0,487.0,810.5,488.0,0.1,edge_band,810.5,488.0,1078.0,482.0,1120.0,479.0,1099.0,480.5,0.2625,edge_band,1099.0,480.5,954.75,484.25,10.385030452335409,8.285467218653965,14.526663309461831,19.742804380183586
98,3.2666666666666666,00:03.267,True,856.0596923828125,481.1080017089844,1152.8770751953125,488.9112854003906,830.0,479.0,871.0,479.0,850.5,479.0,0.0875,edge_band,850.5,479.0,,,,,1152.8770751953125,488.9112854003906,0.0,iris_landmark_center,,,1001.6885375976562,483.9556427001953,5.945910409397738,,19.006810844600942,28.60711496839317
99,3.3,00:03.300,True,844.8634033203125,495.31072998046875,1152.6402587890625,497.6062927246094,,,,,844.8634033203125,495.31072998046875,0.0,iris_landmark_center,,,1121.0,496.0,1122.0,496.0,1121.5,496.0,0.025,edge_band,1121.5,496.0,983.1817016601562,495.6553649902344,,31.181659573648695,21.923347066489804,30.476858523510778
100,3.3333333333333335,00:03.333,True,826.69921875,507.59295654296875,1131.5423583984375,502.96240234375,,,,,826.69921875,507.59295654296875,0.0,iris_landmark_center,,,1120.0,501.0,1122.0,503.0,1121.0,502.0,0.05,edge_band,1121.0,502.0,973.849609375,504.7964782714844,,10.586195675140393,26.63661847506262,30.544320958812946
101,3.3666666666666667,00:03.367,True,873.7858276367188,504.4562072753906,1170.9495849609375,488.17242431640625,865.0,506.0,867.0,506.0,866.0,506.0,0.0375,edge_band,866.0,506.0,1193.0,490.0,1197.0,490.0,1195.0,490.0,0.0625,edge_band,1195.0,490.0,1030.5,498.0,7.937405619297172,24.11975324149123,33.632812913578185,45.32677842296698
102,3.4,00:03.400,True,825.2083740234375,494.47509765625,1131.035400390625,488.3533630371094,792.0,496.0,850.0,492.0,821.0,494.0,0.125,edge_band,821.0,494.0,1098.0,487.0,1099.0,490.0,1098.5,488.5,0.05,edge_band,1098.5,488.5,959.75,491.25,4.235106811417839,32.53573083514749,29.7239300617001,43.2179495335403
103,3.433333333333333,00:03.433,True,880.7711791992188,504.54925537109375,1177.24609375,485.84185791015625,850.0,503.0,921.0,505.0,885.5,504.0,0.4625,edge_band,885.5,504.0,1146.0,484.0,1199.0,487.0,1172.5,485.5,0.125,edge_band,1172.5,485.5,1029.0,494.75,4.760612106502351,4.758389718646998,33.303338852247336,46.87716977066704
104,3.466666666666667,00:03.467,True,816.6424560546875,507.957275390625,1118.3797607421875,500.6236267089844,786.0,507.0,823.0,510.0,804.5,508.5,0.225,edge_band,804.5,508.5,1087.0,501.0,1144.0,503.0,1115.5,502.0,0.15,edge_band,1115.5,502.0,960.0,505.25,12.154578933127974,3.1917746424936526,39.55168667849193,48.95766077218626
105,3.5,00:03.500,True,883.12744140625,510.9652404785156,1179.495361328125,491.32080078125,848.0,513.0,911.0,511.0,879.5,512.0,0.225,edge_band,879.5,512.0,1145.0,491.0,1216.0,489.0,1180.5,490.0,0.25,edge_band,1180.5,490.0,1030.0,501.0,3.772142418186189,1.659461829864542,43.14980196243581,48.9580966698216
106,3.533333333333333,00:03.533,True,817.1734619140625,512.923828125,1125.570556640625,501.1795349121094,793.0,514.0,844.0,515.0,818.5,514.5,0.125,edge_band,818.5,514.5,1090.0,499.0,1146.0,501.0,1118.0,500.0,0.0875,edge_band,1118.0,500.0,968.25,507.25,2.060102199645382,7.661894704170513,45.81499003778435,44.275691458337626
107,3.566666666666667,00:03.567,True,870.7512817382812,520.4248657226562,1168.43701171875,499.7377014160156,839.0,518.0,900.0,521.0,869.5,519.5,0.4,edge_band,869.5,519.5,1136.0,500.0,1205.0,501.0,1170.5,500.5,0.2875,edge_band,1170.5,500.5,1020.0,510.0,1.555982838433835,2.1993225729118073,43.169459704154875,39.241102672823665
108,3.6,00:03.600,True,817.8894653320312,521.4751586914062,1121.442626953125,508.1640625,789.0,522.0,844.0,519.0,816.5,520.5,0.1875,edge_band,816.5,520.5,1085.0,506.0,1143.0,506.0,1114.0,506.0,0.4,edge_band,1114.0,506.0,965.25,513.25,1.6975124100700594,7.750862046720285,39.250629650914156,38.81436000477136
109,3.6333333333333333,00:03.633,True,858.1575927734375,545.3346557617188,1162.939453125,546.5678100585938,,,,,858.1575927734375,545.3346557617188,0.0,iris_landmark_center,,,1136.0,549.0,1192.0,549.0,1164.0,549.0,0.05,edge_band,1164.0,549.0,1011.0787963867188,547.1673278808594,,2.6533577944088136,42.546768957355546,54.122452879236235
110,3.6666666666666665,00:03.667,True,854.8464965820312,557.7894897460938,1146.0426025390625,541.9747314453125,822.0,560.0,855.0,556.0,838.5,558.0,0.0875,edge_band,838.5,558.0,1122.0,540.0,1166.0,544.0,1144.0,542.0,0.275,edge_band,1144.0,542.0,991.25,550.0,16.347852001818435,2.0427588287511003,42.563324722844214,49.76772097321454
111,3.7,00:03.700,True,861.3607177734375,533.1915893554688,1133.226806640625,529.9802856445312,,,,,861.3607177734375,533.1915893554688,0.0,iris_landmark_center,,,1105.0,531.0,1162.0,528.0,1133.5,529.5,0.125,edge_band,1133.5,529.5,997.4303588867188,531.3457946777344,,0.5525476558174834,37.850338899002125,44.42257951021871
112,3.7333333333333334,00:03.733,True,927.4178466796875,522.3534545898438,1181.4178466796875,529.6715698242188,,,,,927.4178466796875,522.3534545898438,0.0,iris_landmark_center,,,1191.0,528.0,1208.0,530.0,1199.5,529.0,0.125,edge_band,1199.5,529.0,1063.4589233398438,525.6767272949219,,18.094620049287844,57.39985705638322,48.98149441632574
113,3.7666666666666666,00:03.767,True,977.8759765625,554.3829345703125,1210.5634765625,565.2093505859375,972.0,554.0,974.0,554.0,973.0,554.0,0.0375,edge_band,973.0,554.0,1200.0,564.0,1230.0,563.0,1215.0,563.5,0.3125,edge_band,1215.0,563.5,1094.0,558.75,4.8909903213142565,4.754431578762249,71.25646437324093,49.560755224596534
114,3.8,00:03.800,True,999.1061401367188,596.0202026367188,1246.752685546875,605.8720703125,979.0,595.0,991.0,595.0,985.0,595.0,0.0875,edge_band,985.0,595.0,1250.0,606.0,1251.0,605.0,1250.5,605.5,0.025,edge_band,1250.5,605.5,1117.75,600.25,14.142984231650532,3.765740555062625,93.3642932038052,81.2357038842068
115,3.8333333333333335,00:03.833,True,1071.920166015625,625.4932861328125,1286.073486328125,636.2979736328125,1050.0,625.0,1073.0,624.0,1061.5,624.5,0.025,edge_band,1061.5,624.5,1268.0,634.0,1304.0,638.0,1286.0,636.0,0.225,edge_band,1286.0,636.0,1173.75,630.25,10.467400686647272,0.30690149278355383,116.92718465281762,104.65545332839955
116,3.8666666666666667,00:03.867,True,1097.508056640625,652.700439453125,1307.546630859375,660.8633422851562,1084.0,651.0,1087.0,655.0,1085.5,653.0,0.0625,edge_band,1085.5,653.0,1293.0,659.0,1330.0,662.0,1311.5,660.5,0.3625,edge_band,1311.5,660.5,1198.5,656.75,12.011792572538964,3.970030878750015,117.96591722675325,100.24095317457534
117,3.9,00:03.900,True,1126.0697021484375,665.76171875,1327.960693359375,676.7559814453125,1107.0,665.0,1109.0,667.0,1108.0,666.0,0.075,edge_band,1108.0,666.0,1315.0,675.0,1336.0,677.0,1325.5,676.0,0.125,edge_band,1325.5,676.0,1216.75,671.0,18.0712731617711,2.5742027415355224,105.75423469508999,90.1596052197015
118,3.933333333333333,00:03.933,True,1149.753662109375,667.5187377929688,1351.5504150390625,682.2225341796875,1130.0,669.0,1168.0,667.0,1149.0,668.0,0.1625,edge_band,1149.0,668.0,1335.0,680.0,1374.0,684.0,1354.5,682.0,0.6625,edge_band,1354.5,682.0,1251.75,675.0,0.8942146761399995,2.9579676980856067,92.2383390970158,70.99387508821145
119,3.966666666666667,00:03.967,True,1171.252685546875,665.7532958984375,1367.266845703125,682.2232666015625,1169.0,668.0,1192.0,667.0,1180.5,667.5,0.225,edge_band,1180.5,667.5,1351.0,680.0,1390.0,682.0,1370.5,681.0,0.3625,edge_band,1370.5,681.0,1275.5,674.25,9.410834172026929,3.4568291664326636,66.53958728065552,53.0815353533572
120,4.0,00:04.000,True,1182.029296875,656.7894287109375,1380.4290771484375,679.2047119140625,1161.0,655.0,1191.0,656.0,1176.0,655.5,0.425,edge_band,1176.0,655.5,1365.0,677.0,1402.0,679.0,1383.5,678.0,0.3875,edge_band,1383.5,678.0,1279.75,666.75,6.165634371861074,3.298772189183862,49.03438851264746,38.88897618690918
